4,71.72
5,91.8
6,109.57
7,120.32
8,122.28
9,123.07
10,122.85
11,123.12
12,123.16
13,123.05
14,123.21
15,123.39
16,123.06
17,122.83
18,123.78
19,123.51
20,123.28
21,123.19
22,123.51
23,124.03
24,123.34
25,123.29
26,123.45
27,123.62
28,123.46
29,123.14
